99.88,7.09,148.97,6.58,111.48,15.12,0.99
100.00,7.23,177.28,4.99,133.61,18.03,1.00
99.52,8.94,275.27,0.78,250.99,8.12,0.97
82.20,5.66,600.52,0.82,545.58,11.79,0.53
99.24,11.05,220.28,0.68,175.92,5.46,0.95
80.77,11.53,317.27,0.97,270.25,-24.47,0.38
83.30,7.10,502.15,0.89,481.55,3.41,0.42
53.78,41.56,349.49,1.00,75.52,-64.85,0.03
61.41,43.18,357.91,0.99,91.14,-70.93,0.11
